"","Comment","Verdict","text","score"
"292","Just don't know why they were so slow.",0,"just don t know why they were so slow",-1
"293","The staff is great, the food is delish, and they have an incredible beer selection.",1,"the staff is great the food is delish and they have an incredible beer selection",2
"294","I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,"i live in the neighborhood so i am disappointed i won t be back here because it is a convenient location",1
"295","I didn't know pulled pork could be soooo delicious.",1,"i didn t know pulled pork could be soooo delicious",1
"296","You get incredibly fresh fish, prepared with care.",1,"you get incredibly fresh fish prepared with care",2
"297","Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.",0,"before i go in to why i gave a star rating please know that this was my third time eating at bachi burger before writing a review",0
"298","I love the fact that everything on their menu is worth it.",1,"i love the fact that everything on their menu is worth it",2
"299","Never again will I be dining at this place!",0,"never again will i be dining at this place",0
"300","The food was excellent and service was very good.",1,"the food was excellent and service was very good",2
"301","Good beer & drink selection and good food selection.",1,"good beer drink selection and good food selection",2
"302","Please stay away from the shrimp stir fried noodles.",0,"please stay away from the shrimp stir fried noodles",-1
"303","The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.",0,"the potato chip order was sad i could probably count how many chips were in that box and it was probably around",-1
"304","Food was really boring.",0,"food was really boring",-1
"305","Good Service-check!",1,"good service check",1
"306","This greedy corporation will NEVER see another dime from me!",0,"this greedy corporation will never see another dime from me",-1
"307","Will never, ever go back.",0,"will never ever go back",0
"308","As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,"as much as i d like to go back i can t get passed the atrocious service and will never return",0
"309","In the summer, you can dine in a charming outdoor patio - so very delightful.",1,"in the summer you can dine in a charming outdoor patio so very delightful",2
"310","I did not expect this to be so good!",1,"i did not expect this to be so good",1
"311","Fantastic food!",1,"fantastic food",1
"312","She ordered a toasted English muffin that came out untoasted.",0,"she ordered a toasted english muffin that came out untoasted",0
"313","The food was very good.",1,"the food was very good",1
"314","Never going back.",0,"never going back",0
"315","Great food for the price, which is very high quality and house made.",1,"great food for the price which is very high quality and house made",1
"316","The bus boy on the other hand was so rude.",0,"the bus boy on the other hand was so rude",-1
"317","By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,"by this point my friends and i had basically figured out this place was a joke and didn t mind making it publicly and loudly known",-1
"318","Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,"back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways",3
"319","And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,"and considering the two of us left there very full and happy for about you just can t go wrong",0
"320","All the bread is made in-house!",1,"all the bread is made in house",0
"321","The only downside is the service.",0,"the only downside is the service",-1
"322","Also, the fries are without a doubt the worst fries I've ever had.",0,"also the fries are without a doubt the worst fries i ve ever had",-2
"323","Service was exceptional and food was a good as all the reviews.",1,"service was exceptional and food was a good as all the reviews",2
"324","A couple of months later, I returned and had an amazing meal.",1,"a couple of months later i returned and had an amazing meal",1
"325","Favorite place in town for shawarrrrrrma!!!!!!",1,"favorite place in town for shawarrrrrrma",1
"326","The black eyed peas and sweet potatoes... UNREAL!",1,"the black eyed peas and sweet potatoes unreal",2
"327","You won't be disappointed.",1,"you won t be disappointed",0
"328","They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,"they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good",2
"329","I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,"i go to far too many places and i ve never seen any restaurant that serves a egg breakfast especially for",0
"330","When my mom and I got home she immediately got sick and she only had a few bites of salad.",0,"when my mom and i got home she immediately got sick and she only had a few bites of salad",-1
"331","The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.",0,"the servers are not pleasant to deal with and they don t always honor pizza hut coupons",2
"332","Both of them were truly unbelievably good, and I am so glad we went back.",1,"both of them were truly unbelievably good and i am so glad we went back",1
"333","We had fantastic service, and were pleased by the atmosphere.",1,"we had fantastic service and were pleased by the atmosphere",2
"334","Everything was gross.",0,"everything was gross",-1
"335","I love this place.",1,"i love this place",1
"336","Great service and food.",1,"great service and food",1
"337","First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!",0,"first the bathrooms at this location were dirty seat covers were not replenished just plain yucky",-1
"338","The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,"the burger i got the gold standard a burger and was kind of disappointed",0
"339","OMG, the food was delicioso!",1,"omg the food was delicioso",0
"340","There is nothing authentic about this place.",0,"there is nothing authentic about this place",1
"341","the spaghetti is nothing special whatsoever.",0,"the spaghetti is nothing special whatsoever",0
"342","Of all the dishes, the salmon was the best, but all were great.",1,"of all the dishes the salmon was the best but all were great",2
"343","The vegetables are so fresh and the sauce feels like authentic Thai.",1,"the vegetables are so fresh and the sauce feels like authentic thai",3
"344","It's worth driving up from Tucson!",1,"it s worth driving up from tucson",1
"345","The selection was probably the worst I've seen in Vegas.....there was none.",0,"the selection was probably the worst i ve seen in vegas there was none",-1
"346","Pretty good beer selection too.",1,"pretty good beer selection too",2
"347","This place is like Chipotle, but BETTER.",1,"this place is like chipotle but better",2
"348","Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,"classy warm atmosphere fun and fresh appetizers succulent steaks baseball steak",4
"349","5 stars for the brick oven bread app!",1,"stars for the brick oven bread app",0
"350","I have eaten here multiple times, and each time the food was delicious.",1,"i have eaten here multiple times and each time the food was delicious",1
"351","We sat another ten minutes and finally gave up and left.",0,"we sat another ten minutes and finally gave up and left",0
"352","He was terrible!",0,"he was terrible",-1
"353","Everyone is treated equally special.",1,"everyone is treated equally special",0
"354","It shouldn't take 30 min for pancakes and eggs.",0,"it shouldn t take min for pancakes and eggs",0
"355","It was delicious!!!",1,"it was delicious",1
"356","On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,"on the good side the staff was genuinely pleasant and enthusiastic a real treat",3
"357","Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,"sadly gordon ramsey s steak is a place we shall sharply avoid during our next trip to vegas",-2
"358","As always the evening was wonderful and the food delicious!",1,"as always the evening was wonderful and the food delicious",2
"359","Best fish I've ever had in my life!",1,"best fish i ve ever had in my life",1
"360","(The bathroom is just next door and very nice.)",1,"the bathroom is just next door and very nice",1
"361","The buffet is small and all the food they offered was BLAND.",0,"the buffet is small and all the food they offered was bland",-1
"362","This is an Outstanding little restaurant with some of the Best Food I have ever tasted.",1,"this is an outstanding little restaurant with some of the best food i have ever tasted",2
"363","Pretty cool I would say.",1,"pretty cool i would say",2
"364","Definitely a turn off for me & i doubt I'll be back unless someone else is buying.",0,"definitely a turn off for me i doubt i ll be back unless someone else is buying",-1
"365","Server did a great job handling our large rowdy table.",1,"server did a great job handling our large rowdy table",1
"366","I find wasting food to be despicable, but this just wasn't food.",0,"i find wasting food to be despicable but this just wasn t food",-2
"367","My wife had the Lobster Bisque soup which was lukewarm.",0,"my wife had the lobster bisque soup which was lukewarm",-1
"368","Would come back again if I had a sushi craving while in Vegas.",1,"would come back again if i had a sushi craving while in vegas",0
"369","The staff are great, the ambiance is great.",1,"the staff are great the ambiance is great",2
"370","He deserves 5 stars.",1,"he deserves stars",0
"371","I left with a stomach ache and felt sick the rest of the day.",0,"i left with a stomach ache and felt sick the rest of the day",-2
"372","They dropped more than the ball.",0,"they dropped more than the ball",0
"373","The dining space is tiny, but elegantly decorated and comfortable.",1,"the dining space is tiny but elegantly decorated and comfortable",2
"374","They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,"they will customize your order any way you d like my usual is eggplant with green bean stir fry love it",2
"375","And the beans and rice were mediocre at best.",0,"and the beans and rice were mediocre at best",0
"376","Best tacos in town by far!!",1,"best tacos in town by far",1
"377","I took back my money and got outta there.",0,"i took back my money and got outta there",0
"378","In an interesting part of town, this place is amazing.",1,"in an interesting part of town this place is amazing",2
"379","RUDE & INCONSIDERATE MANAGEMENT.",0,"rude inconsiderate management",-2
"380","The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,"the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first minutes",-1
"381","I won't be back.",0,"i won t be back",1
"382","They have great dinners.",1,"they have great dinners",1
"383","The service was outshining & I definitely recommend the Halibut.",1,"the service was outshining i definitely recommend the halibut",1
"384","The food was terrible.",0,"the food was terrible",-1
"385","WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.",0,"will never ever go back and have told many people what had happened",0
"386","I don't recommend unless your car breaks down in front of it and you are starving.",0,"i don t recommend unless your car breaks down in front of it and you are starving",0
"387","I will come back here every time I'm in Vegas.",1,"i will come back here every time i m in vegas",0
"388","This place deserves one star and 90% has to do with the food.",0,"this place deserves one star and has to do with the food",0
"389","This is a disgrace.",0,"this is a disgrace",-1
"390","Def coming back to bowl next time",1,"def coming back to bowl next time",0
"391","If you want healthy authentic or ethic food, try this place.",1,"if you want healthy authentic or ethic food try this place",2
"392","I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;",1,"i will continue to come here on ladies night andddd date night highly recommend this place to anyone who is in the area",1
"393","I have been here several times in the past, and the experience has always been great.",1,"i have been here several times in the past and the experience has always been great",1
"394","We walked away stuffed and happy about our first Vegas buffet experience.",1,"we walked away stuffed and happy about our first vegas buffet experience",1
"395","Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.",1,"service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria",3
"396","To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,"to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser",3
"397","I'm probably one of the few people to ever go to Ians and not like it.",0,"i m probably one of the few people to ever go to ians and not like it",1
"398","Kids pizza is always a hit too with lots of great side dish options for the kiddos!",1,"kids pizza is always a hit too with lots of great side dish options for the kiddos",1
"399","Service is perfect and the family atmosphere is nice to see.",1,"service is perfect and the family atmosphere is nice to see",2
"400","Cooked to perfection and the service was impeccable.",1,"cooked to perfection and the service was impeccable",2
"401","This one is simply a disappointment.",0,"this one is simply a disappointment",-1
"402","Overall, I was very disappointed with the quality of food at Bouchon.",0,"overall i was very disappointed with the quality of food at bouchon",-1
"403","I don't have to be an accountant to know I'm getting screwed!",0,"i don t have to be an accountant to know i m getting screwed",-1
"404","Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,"great place to eat reminds me of the little mom and pop shops in the san francisco bay area",1
"405","Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.",1,"today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible",1
"406","Left very frustrated.",0,"left very frustrated",-1
"407","I'll definitely be in soon again.",1,"i ll definitely be in soon again",0
"408","Food was really good and I got full petty fast.",1,"food was really good and i got full petty fast",1
"409","Service was fantastic.",1,"service was fantastic",1
"410","TOTAL WASTE OF TIME.",0,"total waste of time",-1
"411","I don't know what kind it is but they have the best iced tea.",1,"i don t know what kind it is but they have the best iced tea",1
"412","Come hungry, leave happy and stuffed!",1,"come hungry leave happy and stuffed",1
"413","For service, I give them no stars.",0,"for service i give them no stars",0
"414","I can assure you that you won't be disappointed.",1,"i can assure you that you won t be disappointed",1
"415","I can take a little bad service but the food sucks.",0,"i can take a little bad service but the food sucks",-2
"416","Gave up trying to eat any of the crust (teeth still sore).",0,"gave up trying to eat any of the crust teeth still sore",-1
"417","But now I was completely grossed out.",0,"but now i was completely grossed out",0
"418","I really enjoyed eating here.",1,"i really enjoyed eating here",1
"419","First time going but I think I will quickly become a regular.",1,"first time going but i think i will quickly become a regular",0
"420","Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,"our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end",1
"421","From what my dinner companions told me...everything was very fresh with nice texture and taste.",1,"from what my dinner companions told me everything was very fresh with nice texture and taste",2
"422","On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,"on the ground right next to our table was a large smeared been stepped in and tracked everywhere pile of green bird poop",1
"423","Furthermore, you can't even find hours of operation on the website!",0,"furthermore you can t even find hours of operation on the website",0
"424","We've tried to like this place but after 10+ times I think we're done with them.",0,"we ve tried to like this place but after times i think we re done with them",1
"425","What a mistake that was!",0,"what a mistake that was",-1
"426","No complaints!",1,"no complaints",-1
"427","This is some seriously good pizza and I'm an expert/connisseur on the topic.",1,"this is some seriously good pizza and i m an expert connisseur on the topic",1
"428","Waiter was a jerk.",0,"waiter was a jerk",-1
"429","Strike 2, who wants to be rushed.",0,"strike who wants to be rushed",-1
"430","These are the nicest restaurant owners I've ever come across.",1,"these are the nicest restaurant owners i ve ever come across",1
"431","I never come again.",0,"i never come again",0
"432","We loved the biscuits!!!",1,"we loved the biscuits",1
"433","Service is quick and friendly.",1,"service is quick and friendly",1
"434","Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.",0,"ordered an appetizer and took minutes and then the pizza another minutes",0
"435","So absolutley fantastic.",1,"so absolutley fantastic",1
"436","It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.",0,"it was a huge awkward lb piece of cow that was ths gristle and fat",-2
"437","definitely will come back here again.",1,"definitely will come back here again",0
"438","I like Steiners because it's dark and it feels like a bar.",1,"i like steiners because it s dark and it feels like a bar",1
"439","Wow very spicy but delicious.",1,"wow very spicy but delicious",2
"440","If you're not familiar, check it out.",1,"if you re not familiar check it out",0
"441","I'll take my business dinner dollars elsewhere.",0,"i ll take my business dinner dollars elsewhere",0
"442","I'd love to go back.",1,"i d love to go back",1
"443","Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,"anyway this fs restaurant has a wonderful breakfast lunch",1
"444","Nothing special.",0,"nothing special",0
"445","Each day of the week they have a different deal and it's all so delicious!",1,"each day of the week they have a different deal and it s all so delicious",1
"446","Not to mention the combination of pears, almonds and bacon is a big winner!",1,"not to mention the combination of pears almonds and bacon is a big winner",1
"447","Will not be back.",0,"will not be back",0
"448","Sauce was tasteless.",0,"sauce was tasteless",0
"449","The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,"the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way",3
"450","My ribeye steak was cooked perfectly and had great mesquite flavor.",1,"my ribeye steak was cooked perfectly and had great mesquite flavor",2
"451","I don't think we'll be going back anytime soon.",0,"i don t think we ll be going back anytime soon",0
"452","Food was so gooodd.",1,"food was so gooodd",0
"453","I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.",0,"i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food",-1
"454","I was so insulted.",0,"i was so insulted",-1
"455","The last 3 times I had lunch here has been bad.",0,"the last times i had lunch here has been bad",-1
"456","The chicken wings contained the driest chicken meat I have ever eaten.",0,"the chicken wings contained the driest chicken meat i have ever eaten",0
"457","The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,"the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc",4
"458","Nargile - I think you are great.",1,"nargile i think you are great",1
"459","Best tater tots in the southwest.",1,"best tater tots in the southwest",1
"460","We loved the place.",1,"we loved the place",1
"461","Definitely not worth the $3 I paid.",0,"definitely not worth the i paid",1
"462","The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.",1,"the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough",3
"463","Im in AZ all the time and now have my new spot.",1,"im in az all the time and now have my new spot",0
"464","The manager was the worst.",0,"the manager was the worst",-1
"465","The inside is really quite nice and very clean.",1,"the inside is really quite nice and very clean",2
"466","The food was outstanding and the prices were very reasonable.",1,"the food was outstanding and the prices were very reasonable",2
"467","I don't think I'll be running back to Carly's anytime soon for food.",0,"i don t think i ll be running back to carly s anytime soon for food",0
"468","This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,"this is was due to the fact that it took minutes to be acknowledged then another minutes to get our food and they kept forgetting things",0
"469","Love the margaritas, too!",1,"love the margaritas too",1
"470","This was my first and only Vegas buffet and it did not disappoint.",1,"this was my first and only vegas buffet and it did not disappoint",-1
"471","Very good, though!",1,"very good though",1
"472","The one down note is the ventilation could use some upgrading.",0,"the one down note is the ventilation could use some upgrading",0
"473","Great pork sandwich.",1,"great pork sandwich",1
"474","Don't waste your time here.",0,"don t waste your time here",-1
"475","Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,"total letdown i would much rather just go to the camelback flower shop and cartel coffee",0
"476","Third, the cheese on my friend's burger was cold.",0,"third the cheese on my friend s burger was cold",-1
"477","We enjoy their pizza and brunch.",1,"we enjoy their pizza and brunch",1
"478","The steaks are all well trimmed and also perfectly cooked.",1,"the steaks are all well trimmed and also perfectly cooked",2
"479","We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.",1,"we had a group of when we claimed we would only have and they handled us beautifully",1
"480","I LOVED it!",1,"i loved it",1
"481","We asked for the bill to leave without eating and they didn't bring that either.",0,"we asked for the bill to leave without eating and they didn t bring that either",0
"482","This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,"this place is a jewel in las vegas and exactly what i ve been hoping to find in nearly ten years living here",0
"483","Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.",0,"seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh",0
"484","The selection of food was not the best.",0,"the selection of food was not the best",1
"485","Delicious and I will absolutely be back!",1,"delicious and i will absolutely be back",1
"486","This isn't a small family restaurant, this is a fine dining establishment.",1,"this isn t a small family restaurant this is a fine dining establishment",1
"487","They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.",1,"they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle",2
"488","I dont think I will be back for a very long time.",0,"i dont think i will be back for a very long time",0
"489","It was attached to a gas station, and that is rarely a good sign.",0,"it was attached to a gas station and that is rarely a good sign",1
"490","How awesome is that.",1,"how awesome is that",1
"491","I will be back many times soon.",1,"i will be back many times soon",0
"492","The menu had so much good stuff on it i could not decide!",1,"the menu had so much good stuff on it i could not decide",1
"493","Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,"worse of all he humiliated his worker right in front of me bunch of horrible name callings",-1
"494","CONCLUSION: Very filling meals.",1,"conclusion very filling meals",0
"495","Their daily specials are always a hit with my group.",1,"their daily specials are always a hit with my group",0
"496","And then tragedy struck.",0,"and then tragedy struck",-2
"497","The pancake was also really good and pretty large at that.",1,"the pancake was also really good and pretty large at that",2
"498","This was my first crawfish experience, and it was delicious!",1,"this was my first crawfish experience and it was delicious",1
"499","Their monster chicken fried steak and eggs is my all time favorite.",1,"their monster chicken fried steak and eggs is my all time favorite",-1
"500","Waitress was sweet and funny.",1,"waitress was sweet and funny",0
"501","I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,"i also had to taste my mom s multi grain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious",2
"502","I'd rather eat airline food, seriously.",0,"i d rather eat airline food seriously",0
"503","Cant say enough good things about this place.",1,"cant say enough good things about this place",2
"504","The ambiance was incredible.",1,"the ambiance was incredible",1
"505","The waitress and manager are so friendly.",1,"the waitress and manager are so friendly",1
"506","I would not recommend this place.",0,"i would not recommend this place",1
"507","Overall I wasn't very impressed with Noca.",0,"overall i wasn t very impressed with noca",1
"508","My gyro was basically lettuce only.",0,"my gyro was basically lettuce only",0
"509","Terrible service!",0,"terrible service",-1
"510","Thoroughly disappointed!",0,"thoroughly disappointed",-1
"511","I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,"i don t each much pasta but i love the homemade hand made pastas and thin pizzas here",1
"512","Give it a try, you will be happy you did.",1,"give it a try you will be happy you did",1
"513","By far the BEST cheesecurds we have ever had!",1,"by far the best cheesecurds we have ever had",1
"514","Reasonably priced also!",1,"reasonably priced also",1
"515","Everything was perfect the night we were in.",1,"everything was perfect the night we were in",1
"516","The food is very good for your typical bar food.",1,"the food is very good for your typical bar food",1
"517","it was a drive to get there.",0,"it was a drive to get there",0
"518","At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,"at first glance it is a lovely bakery cafe nice ambiance clean friendly staff",4
"519","Anyway, I do not think i will go back there.",0,"anyway i do not think i will go back there",0
"520","Point your finger at any item on the menu, order it and you won't be disappointed.",1,"point your finger at any item on the menu order it and you won t be disappointed",0
"521","Oh this is such a thing of beauty, this restaurant.",1,"oh this is such a thing of beauty this restaurant",1
"522","If you haven't gone here GO NOW!",1,"if you haven t gone here go now",0
"523","A greasy, unhealthy meal.",0,"a greasy unhealthy meal",-2
"524","first time there and might just be the last.",0,"first time there and might just be the last",0
"525","Those burgers were amazing.",1,"those burgers were amazing",1
"526","Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,"similarly the delivery man did not say a word of apology when our food was minutes late",0
"527","And it was way to expensive.",0,"and it was way to expensive",-1
"528","Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,"be sure to order dessert even if you need to pack it to go the tiramisu and cannoli are both to die for",-1
"529","This was my first time and I can't wait until the next.",1,"this was my first time and i can t wait until the next",-1
"530","The bartender was also nice.",1,"the bartender was also nice",1
"531","Everything was good and tasty!",1,"everything was good and tasty",1
"532","This place is two thumbs up....way up.",1,"this place is two thumbs up way up",0
"533","The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,"the best place in vegas for breakfast just check out a sat or sun",1
"534","If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,"if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place",4
"535","Terrible management.",0,"terrible management",-1
"536","An excellent new restaurant by an experienced Frenchman.",1,"an excellent new restaurant by an experienced frenchman",1
"537","If there were zero stars I would give it zero stars.",0,"if there were zero stars i would give it zero stars",0
"538","Great steak, great sides, great wine, amazing desserts.",1,"great steak great sides great wine amazing desserts",4
"539","Worst martini ever!",0,"worst martini ever",-1
"540","The steak and the shrimp are in my opinion the best entrees at GC.",1,"the steak and the shrimp are in my opinion the best entrees at gc",1
"541","I had the opportunity today to sample your amazing pizzas!",1,"i had the opportunity today to sample your amazing pizzas",1
"542","We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).",0,"we waited for thirty minutes to be seated although there were vacant tables and we were the only folks waiting",-1
"543","The yellowtail carpaccio was melt in your mouth fresh.",1,"the yellowtail carpaccio was melt in your mouth fresh",1
"544","I won't try going back there even if it's empty.",0,"i won t try going back there even if it s empty",1
"545","No, I'm going to eat the potato that I found some strangers hair in it.",0,"no i m going to eat the potato that i found some strangers hair in it",0
"546","Just spicy enough.. Perfect actually.",1,"just spicy enough perfect actually",2
"547","Last night was my second time dining here and I was so happy I decided to go back!",1,"last night was my second time dining here and i was so happy i decided to go back",1
"548","not even a ""hello, we will be right with you.""",0,"not even a hello we will be right with you",1
"549","The desserts were a bit strange.",0,"the desserts were a bit strange",-1
"550","My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.",1,"my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service",1
"551","I really do recommend this place, you can go wrong with this donut place!",1,"i really do recommend this place you can go wrong with this donut place",0
"552","Nice ambiance.",1,"nice ambiance",1
"553","I would recommend saving room for this!",1,"i would recommend saving room for this",1
"554","I guess maybe we went on an off night but it was disgraceful.",0,"i guess maybe we went on an off night but it was disgraceful",-1
"555","However, my recent experience at this particular location was not so good.",0,"however my recent experience at this particular location was not so good",1
"556","I know this is not like the other restaurants at all, something is very off here!",0,"i know this is not like the other restaurants at all something is very off here",1
"557","AVOID THIS ESTABLISHMENT!",0,"avoid this establishment",0
"558","I think this restaurant suffers from not trying hard enough.",0,"i think this restaurant suffers from not trying hard enough",-1
"559","All of the tapas dishes were delicious!",1,"all of the tapas dishes were delicious",1
"560","I *heart* this place.",1,"i heart this place",0
"561","My salad had a bland vinegrette on the baby greens and hearts of Palm.",0,"my salad had a bland vinegrette on the baby greens and hearts of palm",-1
"562","After two I felt disgusting.",0,"after two i felt disgusting",-1
"563","A good time!",1,"a good time",1
"564","I believe that this place is a great stop for those with a huge belly and hankering for sushi.",1,"i believe that this place is a great stop for those with a huge belly and hankering for sushi",1
"565","Generous portions and great taste.",1,"generous portions and great taste",2
"566","I will never go back to this place and will never ever recommended this place to anyone!",0,"i will never go back to this place and will never ever recommended this place to anyone",1
"567","The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,"the servers went back and forth several times not even so much as an are you being helped",1
"568","Food was delicious!",1,"food was delicious",1
"569","AN HOUR... seriously?",0,"an hour seriously",0
"570","I consider this theft.",0,"i consider this theft",0
"571","Eew... This location needs a complete overhaul.",0,"eew this location needs a complete overhaul",0
"572","We recently witnessed her poor quality of management towards other guests as well.",0,"we recently witnessed her poor quality of management towards other guests as well",0
"573","Waited and waited and waited.",0,"waited and waited and waited",0
"574","He also came back to check on us regularly, excellent service.",1,"he also came back to check on us regularly excellent service",1
"575","Our server was super nice and checked on us many times.",1,"our server was super nice and checked on us many times",2
"576","The pizza tasted old, super chewy in not a good way.",0,"the pizza tasted old super chewy in not a good way",2
"577","I swung in to give them a try but was deeply disappointed.",0,"i swung in to give them a try but was deeply disappointed",-1
"578","Service was good and the company was better!",1,"service was good and the company was better",2
"579","The staff are also very friendly and efficient.",1,"the staff are also very friendly and efficient",2
"580","As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,"as for the service i m a fan because it s quick and you re being served by some nice folks",1
"581","Boy was that sucker dry!!.",0,"boy was that sucker dry",-1
"582","Over rated.",0,"over rated",0
"583","If you look for authentic Thai food, go else where.",0,"if you look for authentic thai food go else where",1
"584","Their steaks are 100% recommended!",1,"their steaks are recommended",1
"585","After I pulled up my car I waited for another 15 minutes before being acknowledged.",0,"after i pulled up my car i waited for another minutes before being acknowledged",0
"586","Great food and great service in a clean and friendly setting.",1,"great food and great service in a clean and friendly setting",4
"587","All in all, I can assure you I'll be back.",1,"all in all i can assure you i ll be back",1
"588","I hate those things as much as cheap quality black olives.",0,"i hate those things as much as cheap quality black olives",-2
"589","My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,"my breakfast was perpared great with a beautiful presentation of giant slices of toast lightly dusted with powdered sugar",2
"590","The kids play area is NASTY!",0,"the kids play area is nasty",-1
"591","Great place fo take out or eat in.",1,"great place fo take out or eat in",1
"592","The waitress was friendly and happy to accomodate for vegan/veggie options.",1,"the waitress was friendly and happy to accomodate for vegan veggie options",2
"593","OMG I felt like I had never eaten Thai food until this dish.",1,"omg i felt like i had never eaten thai food until this dish",1
"594","It was extremely ""crumby"" and pretty tasteless.",0,"it was extremely crumby and pretty tasteless",1
"595","It was a pale color instead of nice and char and has NO flavor.",0,"it was a pale color instead of nice and char and has no flavor",0
"596","The croutons also taste homemade which is an extra plus.",1,"the croutons also taste homemade which is an extra plus",0
"597","I got home to see the driest damn wings ever!",0,"i got home to see the driest damn wings ever",-1
"598","It'll be a regular stop on my trips to Phoenix!",1,"it ll be a regular stop on my trips to phoenix",0
"599","I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.",1,"i really enjoyed crema café before they expanded i even told friends they had the best breakfast",2
"600","Not good for the money.",0,"not good for the money",1
"601","I miss it and wish they had one in Philadelphia!",1,"i miss it and wish they had one in philadelphia",-1
