"","Comment","Verdict","text","score"
"334","It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1,"it fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days",1
"335","very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1,"very clear quality sound and you don t have to mess with the sound on your ipod since you have the sound buttons on the headset",0
"336","1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.",0,"long lasting battery you don t have to recharge it as frequentyly as some of the flip phones",0
"337","Obviously there is a problem with the adhesive.",0,"obviously there is a problem with the adhesive",-1
"338","Very disappointing.",0,"very disappointing",-1
"339","It was an inexpensive piece, but I would still have expected better quality.",0,"it was an inexpensive piece but i would still have expected better quality",2
"340","It is practically useless and did not add any kind of boost to my reception after I bought it.",0,"it is practically useless and did not add any kind of boost to my reception after i bought it",0
"341","Excellent sound quality.",1,"excellent sound quality",1
"342","Was not happy.",0,"was not happy",1
"343","A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!",0,"a piece of junk that broke after being on my phone for days",-2
"344","New Battery works great in phone.",1,"new battery works great in phone",2
"345","Worst customer service.",0,"worst customer service",-1
"346","I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1,"i ve dropped my phone more times than i can say even on concrete and my phone is still great knock on wood",0
"347","Reception is terrible and full of static.",0,"reception is terrible and full of static",-2
"348","Good audio quality.",1,"good audio quality",1
"349","This little device has transformed my organizational capability and made my life a whole lot easier.",1,"this little device has transformed my organizational capability and made my life a whole lot easier",2
"350","I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0,"i was sitting in my vehicle with the cradle on my belt and the headset lost signal",-1
"351","Were JERKS on the phone.",0,"were jerks on the phone",0
"352","Works like a charm.. Works as advertised.",1,"works like a charm works as advertised",4
"353","Comfortable, Nice Range, Good Battery Life.",1,"comfortable nice range good battery life",3
"354","Their network coverage in Los Angeles is horrible.",0,"their network coverage in los angeles is horrible",-1
"355","Excellent starter wireless headset.",0,"excellent starter wireless headset",1
"356","The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0,"the loudspeaker option is great the bumpers with the lights is very appealing",2
"357","The only thing that I think could improve is the sound leaks out from the headset.",0,"the only thing that i think could improve is the sound leaks out from the headset",0
"358","First off the reception sucks, I have never had more than 2 bars, ever.",0,"first off the reception sucks i have never had more than bars ever",-1
"359","The phone gets EXTREMELY HOT!",0,"the phone gets extremely hot",1
"360","The microphone also works well, but (according to people I have called) it applifies everything.",1,"the microphone also works well but according to people i have called it applifies everything",2
"361","Nice design and quality.",1,"nice design and quality",1
"362","Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,"also if your phone is dropped this case is not going to save it specially when dropped face down",0
"363","It is light, easy to use, and has very clear reception and transmission.",1,"it is light easy to use and has very clear reception and transmission",2
"364","bad fit, way too big.",0,"bad fit way too big",-1
"365","It definitely was not as good as my S11.",1,"it definitely was not as good as my s",1
"366","awesome device.",1,"awesome device",1
"367","Waste of money.",0,"waste of money",-1
"368","I had ordered a motorola data cable, got a very well finished and working product.",1,"i had ordered a motorola data cable got a very well finished and working product",1
"369","Love This Phone.",1,"love this phone",1
"370","I was looking for this headset for a long time and now that I've got it I couldn't be happier.",1,"i was looking for this headset for a long time and now that i ve got it i couldn t be happier",1
"371","I'll be drivng along, and my headset starts ringing for no reason.",0,"i ll be drivng along and my headset starts ringing for no reason",0
"372","Display is excellent and camera is as good as any from that year.",1,"display is excellent and camera is as good as any from that year",2
"373","Battery life is also great!",1,"battery life is also great",1
"374","The worst phone I've ever had.... Only had it for a few months.",0,"the worst phone i ve ever had only had it for a few months",-1
"375","Not a good item.. It worked for a while then started having problems in my auto reverse tape player.",0,"not a good item it worked for a while then started having problems in my auto reverse tape player",1
"376","This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.",0,"this is so embarassing and also my ears hurt if i try to push the ear plug into my ear",-1
"377","Protects the phone on all sides.",1,"protects the phone on all sides",0
"378","This is a VERY average phone with bad battery life that operates on a weak network.",0,"this is a very average phone with bad battery life that operates on a weak network",-2
"379","Clear Skype Calls, Long Battery Life, Long Range.",1,"clear skype calls long battery life long range",1
"380","Soyo technology sucks.",0,"soyo technology sucks",-1
"381","Great Hands Free Device.",1,"great hands free device",2
"382","you can even take self portraits with the outside (exterior) display, very cool.",1,"you can even take self portraits with the outside exterior display very cool",1
"383","Same problem as others have mentioned.",0,"same problem as others have mentioned",-1
"384","After trying many many handsfree gadgets this is the one that finally works well.",1,"after trying many many handsfree gadgets this is the one that finally works well",2
"385","Magical Help.",1,"magical help",1
"386","The worst piece of crap ever along with the Verizon customer service.",0,"the worst piece of crap ever along with the verizon customer service",-2
"387","Poor sound quality.",0,"poor sound quality",-1
"388","The best phone in market :).",1,"the best phone in market",1
"389","It worked very well.",1,"it worked very well",2
"390","The company shipped my product very promptly and it works well.",1,"the company shipped my product very promptly and it works well",3
"391","Exactly what I wanted.",1,"exactly what i wanted",0
"392","The picture resolution is far below what other comparably-priced phones are offering today.",0,"the picture resolution is far below what other comparably priced phones are offering today",0
"393","This is a great deal.",1,"this is a great deal",1
"394","Excellent product, I am very satisfied with the purchase.",1,"excellent product i am very satisfied with the purchase",2
"395","I highly recommend these and encourage people to give them a try.",1,"i highly recommend these and encourage people to give them a try",2
"396","Better than you'd expect.",1,"better than you d expect",1
"397","Using all earpieces, left or right, this thing will not stay on my ear.",0,"using all earpieces left or right this thing will not stay on my ear",1
"398","Great product and price.",1,"great product and price",1
"399","Sounds good reasonably priced and effective, Its that simple !",1,"sounds good reasonably priced and effective its that simple",3
"400","Still Waiting...... I'm sure this item would work well.. if I ever recieve it!",0,"still waiting i m sure this item would work well if i ever recieve it",1
"401","what a disappointment",0,"what a disappointment",-1
"402","Very prompt service.",1,"very prompt service",1
"403","Excellent product for the price.",1,"excellent product for the price",1
"404","Very pleased with this headset.",1,"very pleased with this headset",1
"405","don't waste your money and time.",0,"don t waste your money and time",-1
"406","I especially love the long battery life.",1,"i especially love the long battery life",1
"407","It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,"it s so stupid to have to keep buying new chargers car chargers cradles headphones and car kits every time a new phone comes out",-1
"408","Works great.",1,"works great",2
"409","Plantronics Bluetooth Excelent Buy.",1,"plantronics bluetooth excelent buy",1
"410","I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.",0,"i came over from verizon because cingulair has nicer cell phones the first thing i noticed was the really bad service",0
"411","I'll be looking for a new earpiece.",0,"i ll be looking for a new earpiece",0
"412","I highly recommend this device to everyone!",1,"i highly recommend this device to everyone",1
"413","Jawbone Era is awesome too!",1,"jawbone era is awesome too",1
"414","We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement",0,"we received a white colored battery that goes dead after a couple hoursthe original used to last a week but still lasts longer than thereplacement",-1
"415","After a year the battery went completely dead on my headset.",0,"after a year the battery went completely dead on my headset",-1
"416","I have used several phone in two years, but this one is the best.",1,"i have used several phone in two years but this one is the best",1
"417","An Awesome New Look For Fall 2000!.",1,"an awesome new look for fall",0
"418","This is the first phone I've had that has been so cheaply made.",0,"this is the first phone i ve had that has been so cheaply made",-1
"419","Att is not clear, sound is very distorted and you have to yell when you talk.",0,"att is not clear sound is very distorted and you have to yell when you talk",0
"420","The plastic breaks really easy on this clip.",0,"the plastic breaks really easy on this clip",0
"421","Price is good too.",1,"price is good too",1
"422","Don't make the same mistake I did.",0,"don t make the same mistake i did",-1
"423","Oh and I forgot to also mention the weird color effect it has on your phone.",0,"oh and i forgot to also mention the weird color effect it has on your phone",-1
"424","I'm using it with an iriver SPINN (with case) and it fits fine.",1,"i m using it with an iriver spinn with case and it fits fine",1
"425","Also the area where my unit broke).- I'm not too fond of the magnetic strap.",0,"also the area where my unit broke i m not too fond of the magnetic strap",0
"426","Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,"overall i am psyched to have a phone which has all my appointments and contacts in and gets great reception",1
"427","every thing on phone work perfectly, she like it.",1,"every thing on phone work perfectly she like it",3
"428","Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,"another note about this phone s appearance is that it really looks rather bland especially in the all black model",-1
"429","IT'S REALLY EASY.",1,"it s really easy",1
"430","My Sanyo has survived dozens of drops on blacktop without ill effect.",1,"my sanyo has survived dozens of drops on blacktop without ill effect",0
"431","Fantastic earphones.",1,"fantastic earphones",1
"432","It finds my cell phone right away when I enter the car.",1,"it finds my cell phone right away when i enter the car",1
"433","Low Quality.",0,"low quality",0
"434","I highly recommend this modest priced cellular phone.",1,"i highly recommend this modest priced cellular phone",2
"435","But it does get better reception and clarity than any phone I've had before.",1,"but it does get better reception and clarity than any phone i ve had before",2
"436","Warning - Stay away.",0,"warning stay away",-1
"437","I wish I could return the unit and get back my money.",0,"i wish i could return the unit and get back my money",0
"438","Awsome Device Works Great!!.",1,"awsome device works great",3
"439","I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.",0,"i used to talk on it for hours and the battery would be literally drained and dying",-2
"440","If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,"if you don t find it too bad as again the unit comes with one earpad only i would not recommend this to anyone",0
"441","Very Displeased.",0,"very displeased",-1
"442","I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,"i might have gotten a defect but i would not risk buying it again because of the built quality alone",-2
"443","They made this case too small and is very difficult to install.",0,"they made this case too small and is very difficult to install",-1
"444","Restored my phone to like new performance.",1,"restored my phone to like new performance",2
"445","I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,"i would recommend purchasing the jabra jx series which works flawlessly with my moto q go figure",3
"446","I searched the Internet, and found this one to be the best value.",1,"i searched the internet and found this one to be the best value",1
"447","Does not fit.",0,"does not fit",0
"448","Very happy with this product.",1,"very happy with this product",1
"449","The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,"the screen size is big key pad lit well enough and the camera quality is excellent for a camera phone",3
"450","There's really nothing bad I can say about this headset.",0,"there s really nothing bad i can say about this headset",-1
"451","i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,"i m glad i found this product on amazon it is hard to find it wasn t high priced",0
"452","Portable and it works.",1,"portable and it works",2
"453","My colleague & I now get great reception.A little expensive, but performance is great.",1,"my colleague i now get great reception a little expensive but performance is great",1
"454","I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.",0,"i even fully charged it before i went to bed and turned off blue tooth and wi fi and noticed that it only had left in the morning",0
"455","I've also had problems with the phone reading the memory card in which I always turn it on and then off again.",0,"i ve also had problems with the phone reading the memory card in which i always turn it on and then off again",-1
"456","Not good when wearing a hat or sunglasses.",0,"not good when wearing a hat or sunglasses",1
"457","Timely shipment and quality product.",1,"timely shipment and quality product",1
"458","Nice solid keyboard.",1,"nice solid keyboard",2
"459","Very well made and fits my Surefire GX2 perfectly.",1,"very well made and fits my surefire gx perfectly",2
"460","Horrible phone.",0,"horrible phone",-1
"461","BT50 battery junk!.",0,"bt battery junk",-1
"462","We would recommend these to others.",1,"we would recommend these to others",1
"463","Cant get the software to work with my computer.",0,"cant get the software to work with my computer",1
"464","Disappointed!.",0,"disappointed",-1
"465","poor voice clarity.",0,"poor voice clarity",0
"466","The battery works great!",1,"the battery works great",2
"467","No buyers remorse on this one!.",0,"no buyers remorse on this one",-1
"468","Very disappointed in AccessoryOne.",0,"very disappointed in accessoryone",-1
"469","I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.",0,"i find this inexcusable and so will probably be returning this phone and perhaps changing carriers",-1
"470","Looks great and is strong.""",1,"looks great and is strong",2
"471","I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,"i have had tmobile service for or years now and i am pretty happy with it",2
"472","The update procedure is difficult and cumbersome.",0,"the update procedure is difficult and cumbersome",-2
"473","Disappointment.. I hate anything that goes in my ear.",0,"disappointment i hate anything that goes in my ear",-2
"474","Great software for Motorolas.",1,"great software for motorolas",1
"475","The delivery was on time.",1,"the delivery was on time",0
"476","Very easy to use.",1,"very easy to use",1
"477","Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,"uncomfortable in the ear don t use with lg vx env",-1
"478","The volume switch rocketed out of the unit to a destination unknown.",0,"the volume switch rocketed out of the unit to a destination unknown",-1
"479","It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,"it holds a charge for a long time is reasonably comfortable under long wearing conditions and the quality of sound is tremendous",2
"480","I'd like to return it.",0,"i d like to return it",1
"481","The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.",1,"the keyboard is really worthwhile in usefulness and is sturdy enough i don t expect any problems",2
"482","Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,"verizon s bills however are difficult to understand even though their pricing plans are simple",-1
"483","After charging overnight, these batteries work great.",1,"after charging overnight these batteries work great",2
"484","You won't regret it!",1,"you won t regret it",0
"485","I love this phone!.",1,"i love this phone",1
"486","A Disappointment.",0,"a disappointment",-1
"487","Its not user friendly.",0,"its not user friendly",1
"488","Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.",0,"unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect",0
"489","Then I exchanged for the same phone, even that had the same problem.",0,"then i exchanged for the same phone even that had the same problem",-1
"490","This results in the phone being either stuck at max volume or mute.",0,"this results in the phone being either stuck at max volume or mute",-1
"491","This PDA rocks.",1,"this pda rocks",0
"492","It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,"it is super charged up for use as a small hybrid palmtop camera cellphone and excels in those roles",2
"493","I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,"i would definitely recommend the jabra bt v for those who are looking for comfort clarity and a great price",4
"494","I had Verizon 2 years ago and really liked their service.",1,"i had verizon years ago and really liked their service",1
"495","Pretty piece of junk.",0,"pretty piece of junk",0
"496","Plug was the wrong size.",0,"plug was the wrong size",-1
"497","Works as described.",1,"works as described",1
"498","Save your money.... I've had this item for 11 months now.",0,"save your money i ve had this item for months now",0
"499","Bad Purchase.",0,"bad purchase",-1
"500","WELL IM SATISFIED.",1,"well im satisfied",2
"501","The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,"the bose noise cancelling is amazing which is very important for a nyc commuter",1
"502","This battery is an excellent bargain!",1,"this battery is an excellent bargain",2
"503","Defective crap.",0,"defective crap",-2
"504","I would have given no star if I was able.",0,"i would have given no star if i was able",0
"505","I wear glasses and it fits fine with them.",1,"i wear glasses and it fits fine with them",1
"506","The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,"the sound quality for the device is unacceptable unless you are in a really quiet area you almost hear nothing",0
"507","I would not recommend this item to anyone.",0,"i would not recommend this item to anyone",1
"508","The holster that arrived did not match the photo in the ad.",0,"the holster that arrived did not match the photo in the ad",0
"509","great...no problems at all!.",1,"great no problems at all",0
"510","As an earlier review noted, plug in this charger and nothing happens.",0,"as an earlier review noted plug in this charger and nothing happens",0
"511","This frog phone charm is adorable and very eye catching.",1,"this frog phone charm is adorable and very eye catching",2
"512","You never know if you pushed it hard enough or the right number of times for the function you want or not.",0,"you never know if you pushed it hard enough or the right number of times for the function you want or not",1
"513","The sound is clear and the people I talk to on it are amazed at the quality too.",1,"the sound is clear and the people i talk to on it are amazed at the quality too",2
"514","I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.",1,"i got the aluminum case for my new palm vx and it worked really well it has protected my handheld perfectly so far",3
"515","very good product, well made.",1,"very good product well made",2
"516","Mobile Phone Tools are a must have.",1,"mobile phone tools are a must have",0
"517","I am very impressed with the job that Motorola did on the sturdiness of this phone.",1,"i am very impressed with the job that motorola did on the sturdiness of this phone",1
"518","I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,"i received my orders well within the shipping timeframe everything was in good working order and overall i am very excited to have this source",3
"519","The phone is sturdy and waterproof.",1,"the phone is sturdy and waterproof",1
"520","I am not impressed with this and i would not recommend this item to anyone.",0,"i am not impressed with this and i would not recommend this item to anyone",2
"521","My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)",0,"my only complaint is the standard sound volume is a little low even when turned up to of",-1
"522","Thanks again to Amazon for having the things I need for a good price!",1,"thanks again to amazon for having the things i need for a good price",1
"523","I ended up sliding it on the edge of my pants or back pockets instead.",1,"i ended up sliding it on the edge of my pants or back pockets instead",0
"524","I had to go to a store and bought a new NOKIA phone which is working great.",1,"i had to go to a store and bought a new nokia phone which is working great",1
"525","Works great!.",1,"works great",2
"526","REALLY UGLY.",0,"really ugly",-1
"527","horrible, had to switch 3 times.",0,"horrible had to switch times",-1
"528","The noise shield is incrediable.",1,"the noise shield is incrediable",-1
"529","No real improvement.",0,"no real improvement",1
"530","Razr Battery - Good buy.",1,"razr battery good buy",1
"531","Keep up the good work Amazon!!",1,"keep up the good work amazon",2
"532","They refuse to refund or replace.",0,"they refuse to refund or replace",0
"533","Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.",0,"unfortunately it s easy to accidentally activate them with the gentle touch buttons if you accidentally touch the phone to your face while listening",1
"534","So I basically threw my money out the window for nothing.",0,"so i basically threw my money out the window for nothing",0
"535","Great case and price!",1,"great case and price",1
"536","All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.",0,"all it took was one drop from about inches above the kitchen counter and it was cracked i am not impressed and i am not laughing",0
"537","Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,"bluetooth range is good a few days ago i left my phone in the trunk got a call and carried the conversation without a hitch",1
"538","Small, sleek, impressive looking, practical setup with ample storage in place.",1,"small sleek impressive looking practical setup with ample storage in place",3
"539","The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.",1,"the eargels channel the sound directly into your ear and seem to increase the sound volume and clarity",1
"540","none of the new ones have ever quite worked properly.",0,"none of the new ones have ever quite worked properly",2
"541","I am glad I purchased it.",1,"i am glad i purchased it",1
"542","I've missed numerous calls because of this reason.",0,"i ve missed numerous calls because of this reason",-1
"543","Perhaps my phone is defective, but people cannot hear me when I use this.",0,"perhaps my phone is defective but people cannot hear me when i use this",-1
"544","Don't buy this product.",0,"don t buy this product",0
"545","sucked, most of the stuff does not work with my phone.",0,"sucked most of the stuff does not work with my phone",0
"546","No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,"no shifting no bubbling no peeling not even a scratch nothing i couldn t be more happier with my new one for the droid",0
"547","Worst software ever used.... If I could give this zero stars I would.",0,"worst software ever used if i could give this zero stars i would",-1
"548","Trying to make a call on these is an exercise in frustration.",0,"trying to make a call on these is an exercise in frustration",-1
"549","The case is a flimsy piece of plastic and has no front or side protection whatsoever.",0,"the case is a flimsy piece of plastic and has no front or side protection whatsoever",0
"550","I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,"i own a jabra earset and was very happy with it but the sound quality especially outgoing on this is better",2
"551","I love the camera, it's really pretty good quality.",1,"i love the camera it s really pretty good quality",3
"552","Thank you for such great service.",1,"thank you for such great service",2
"553","Its a total package.",1,"its a total package",0
"554","The seller is very understanding and patient, I would definitely buy from them again.",1,"the seller is very understanding and patient i would definitely buy from them again",1
"555","I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.",0,"i give wirefly star i will contact cingular at t and inform them of this practice",0
"556","It's AGGRAVATING!",0,"it s aggravating",-1
"557","Great product for the price!.",1,"great product for the price",1
"558","I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,"i have purchased these for both family and friends and all enjoy their clarity and ease of use",3
"559","Virgin Wireless rocks and so does this cheap little phone!",1,"virgin wireless rocks and so does this cheap little phone",-1
"560","None of it works, just don't buy it.",0,"none of it works just don t buy it",1
"561","Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,"muddy low quality sound and the casing around the wire s insert was poorly super glued and slid off",-1
"562","Please dont waste your money.",0,"please dont waste your money",-1
"563","All in all, I'm quite satisfied with this purchase.",1,"all in all i m quite satisfied with this purchase",1
"564","If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,"if you are looking for a good quality motorola headset keep looking this isn t it",1
"565","Yet Plantronincs continues to use the same flawed charger design.",0,"yet plantronincs continues to use the same flawed charger design",-1
"566","Disapointing Results.",0,"disapointing results",-1
"567","Cumbersome design.",0,"cumbersome design",-1
"568","Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,"great it was new packaged nice works good no problems and it came in less time then i expected",3
"569","Great Product.",1,"great product",1
"570","It's A PIECE OF CRAP!",0,"it s a piece of crap",-1
"571","My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,"my experience was terrible this was my fourth bluetooth headset and while it was much more comfortable than my last jabra which i hated",-1
"572","This fixes all the problems.",1,"this fixes all the problems",-1
"573","Worst ever.",0,"worst ever",-1
"574","I am very happy",1,"i am very happy",1
"575","I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,"i ve had no trouble accessing the internet downloading ringtones or performing any of the functions",-1
"576","I can barely ever hear on it and am constantly saying ""what?""",0,"i can barely ever hear on it and am constantly saying what",0
"577","The battery life is highly unacceptable.",0,"the battery life is highly unacceptable",-1
"578","That company is a joke.",0,"that company is a joke",-1
"579","It does everything the description said it would.",1,"it does everything the description said it would",0
"580","Due to this happening on every call I was forced to stop using this headset.",0,"due to this happening on every call i was forced to stop using this headset",0
"581","It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,"it works great with a car charger especially if you cannot plug in two adapters at the same time",2
"582","Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,"verizon tech support walked my through a few procedures none of which worked and i ended up having to do a hard re set wiping out all my data",1
"583","Voice Quality, Signal Strength, Dropped Calls.",0,"voice quality signal strength dropped calls",0
"584","It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,"it plays louder than any other speaker of this size the price is so low that most would think the quality is lacking however it s not",-2
"585","Better than expected.",1,"better than expected",1
"586","It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,"it feels poorly constructed the menus are difficult to navigate and the buttons are so recessed that it is difficult to push them",-3
"587","Battery is holding up well.",1,"battery is holding up well",1
"588","Also difficult to put on.I'd recommend avoiding this product.",0,"also difficult to put on i d recommend avoiding this product",0
"589","I only used it two days, and it wasn't always easy to hear with.",0,"i only used it two days and it wasn t always easy to hear with",1
"590","I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.",0,"i got the car charger and not even after a week the charger was broken i went to plug it in and it started smoking",-1
"591","Sprint - terrible customer service.",0,"sprint terrible customer service",-1
"592","Linked to my phone without effort.",1,"linked to my phone without effort",0
"593","THey are so cool!",1,"they are so cool",1
"594","Easy to use.",1,"easy to use",1
"595","Better Than New.",1,"better than new",1
"596","What possesed me to get this junk, I have no idea...",0,"what possesed me to get this junk i have no idea",-1
"597","Piece of trash.",0,"piece of trash",-1
"598","A pretty good product.",1,"a pretty good product",2
"599","This is a great phone!.",1,"this is a great phone",1
"600","For the price on Amazon, it is an excellent product, which I would highly recommend.",1,"for the price on amazon it is an excellent product which i would highly recommend",2
"601","Their Research and Development division obviously knows what they're doing.",1,"their research and development division obviously knows what they re doing",0
"602","The real killer is the volume, and of course it breaking.",0,"the real killer is the volume and of course it breaking",-2
"603","Those phones are working just fine now.",1,"those phones are working just fine now",1
"604","I am more than happy with this product.",1,"i am more than happy with this product",1
"605","Poor Construction.",0,"poor construction",-1
"606","This is infuriating.",0,"this is infuriating",-1
"607","Overall, I would recommend this phone over the new Walkman.",1,"overall i would recommend this phone over the new walkman",1
"608","Sprint charges for this service.",0,"sprint charges for this service",0
"609","It is cheap, and it feel and look just as cheap.",0,"it is cheap and it feel and look just as cheap",-2
"610","It fits my ear well and is comfortable on.",1,"it fits my ear well and is comfortable on",2
"611","It doesn't work in Europe or Asia.",0,"it doesn t work in europe or asia",1
"612","clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.",1,"clipping this to your belt will deffinitely make you feel like cent s up and coming",1
"613","I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.",1,"i like design and look of jabra behing the ear headsets and is pretty comfortible to wear hours a day without pain in the ear",1
"614","I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.",1,"i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price",1
"615","the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.",0,"the worst phone from samsung crap this crappy samsung e is the worst i have ever seeen",-4
"616","the charger worked for about a week and then completely stopped charging my phone.",0,"the charger worked for about a week and then completely stopped charging my phone",1
"617","Poor product.",0,"poor product",-1
"618","However I needed some better instructions.",0,"however i needed some better instructions",1
"619","You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.",0,"you need two hands to operate the screen this software interface is decade old and cannot compete with new software designs",0
"620","Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).",1,"worked very well paired with a treo w and as a skype headset on my pc using a usb bluetooth transceiver",2
"621","Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,"steer clear of this product and go with the genuine palm replacementr pens which come in a three pack",2
"622","DO NOT BUY DO NOT BUYIT SUCKS",0,"do not buy do not buyit sucks",-1
"623","This is a great product..... sure beats using your fingers!.",1,"this is a great product sure beats using your fingers",1
"624","Plus, I seriously do not believe it is worth its steep price point.",0,"plus i seriously do not believe it is worth its steep price point",0
"625","All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.",1,"all the other cases i ve tried normally fall apart after a few months but this one seems to be in for the long haul",-1
"626","Very Dissapointing Performance.",0,"very dissapointing performance",0
"627","Don't make the same mistake that I did and please don't buy this phone.",0,"don t make the same mistake that i did and please don t buy this phone",-1
"628","This phone might well be the worst I've ever had in any brand.",0,"this phone might well be the worst i ve ever had in any brand",0
"629","Case was more or less an extra that I originally put on but later discarded because it scratched my ear.",0,"case was more or less an extra that i originally put on but later discarded because it scratched my ear",-1
"630","I recommend iGo to anyone with different brand cell phones/mp3 players in the family.",1,"i recommend igo to anyone with different brand cell phones mp players in the family",1
"631","Don't bother - go to the store.",0,"don t bother go to the store",-1
"632","I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,"i posted more detailed comments under the grey or black phone but i have the fire red and it s a great color",1
"633","I did not have any problem with this item and would order it again if needed.",1,"i did not have any problem with this item and would order it again if needed",-1
"634","You get what you pay for I guess.",0,"you get what you pay for i guess",0
"635","Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,"not only did the software do a great job of this i could also make my own ringtones form my existing cds without an internet connection",1
"636","im surprised this is a good quality car charger and there's not much reviews about it.",1,"im surprised this is a good quality car charger and there s not much reviews about it",1
"637","These are fabulous!",1,"these are fabulous",1
"638","However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,"however bt headsets are currently not good for real time games like first person shooters since the audio delay messes me up",0
"639","I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.",1,"i used bitpim a free program you can find on the internet to transfer data to the phone the price of the cable was excellent",2
"640","Disappointing accessory from a good manufacturer.",0,"disappointing accessory from a good manufacturer",0
"641","Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,"performed awful muffled tinny incoming sound and severe echo for those on the other end of the call",-2
