"","Comment","Verdict","text","score"
"229","I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ",0,"i am not a filmmaker nor am i a director but i would hide my head in the sand if i d spent whatever amount of money and time on this movie",0
"230","In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  ",0,"in short this was a monumental waste of time and energy and i would not recommend anyone to ever see this film",1
"231","It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ",0,"it came free with a dvd player i bought but i still turned the thing off halfway through because i was embarrassed for howell",1
"232","1/10 - and only because there is no setting for 0/10.  ",0,"and only because there is no setting for",0
"233","An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  ",1,"an interesting premise and billy drago is always good as a dangerous nut bag side note i d love to see drago stephen mchattie and lance hendrikson in a flick together talk about raging cheekbones",1
"234","The soundtrack wasn't terrible, either.  ",1,"the soundtrack wasn t terrible either",-1
"235","But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  ",0,"but the acting even that of such professionals as drago and debbie rochon was terrible the directing worse perhaps contributory to the former the dialog chimp like and the camera work barely tolerable",1
"236","Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1,"still it was the sets that got a big on my oy vey scale",0
"237","Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",0,"yes i am simplifying things here for the sake of brevity for this really is at the core of the problems with this film it has too much going on without any real fulfilling explanation",0
"238","Both do good jobs and are quite amusing.  ",1,"both do good jobs and are quite amusing",2
"239","But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  ",0,"but the convoluted plot just didn t convince me and much of the film was watched with a weird questioning glance",-3
"240","I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",0,"i let my girlfriend talk me into seeing this bad idea we both hated it",-2
"241","The last 15 minutes of movie are also not bad as well.  ",1,"the last minutes of movie are also not bad as well",0
"242","Bela Lugosi was totally extraneous, intoning odd lines.  ",0,"bela lugosi was totally extraneous intoning odd lines",-2
"243","The acting was decidely wooden, though no worse than a period Universal B movie.  ",0,"the acting was decidely wooden though no worse than a period universal b movie",-1
"244","I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1,"i like armand assante my cable company s summary sounded interesting so i watched it twice already and probably will again",2
"245","I believe the screenwriter did a good job of tying up the loose ends.  ",1,"i believe the screenwriter did a good job of tying up the loose ends",0
"246","My 8/10 score is mostly for the plot.  ",1,"my score is mostly for the plot",-1
"247","I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1,"i won t say any more i don t like spoilers so i don t want to be one but i believe this film is worth your time",3
"248","Wow, what a bad film.  ",0,"wow what a bad film",0
"249","Not frightening in the least, and barely comprehensible.  ",0,"not frightening in the least and barely comprehensible",-1
"250","The plot doesn't hang together at all, and the acting is absolutely appalling.  ",0,"the plot doesn t hang together at all and the acting is absolutely appalling",-3
"251","Not even good for camp value!  ",0,"not even good for camp value",1
"252","I wasn't expecting Oscar material, but this?  ",0,"i wasn t expecting oscar material but this",0
"253","You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ",0,"you d have to have the iq of particularly stupid mollusk not to see that one coming",-1
"254","This film (and I use that word loosely) is an insult to the movie-going public.  ",0,"this film and i use that word loosely is an insult to the movie going public",-1
"255","If only someone involved with it knew how to string together narrative!  ",0,"if only someone involved with it knew how to string together narrative",0
"256","This gets a 1 out of 10, simply because there's nothing lower.  ",0,"this gets a out of simply because there s nothing lower",0
"257","This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0,"this is one i did not have but i watched it recently on fox movie channel and was very disappointed",-1
"258","I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0,"i know he was a contract player with little control over his scripts but the acting was as bad as the script",-1
"259","Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0,"victor mclaglen was even bad and brian donlevy was almost unrecognizable",-1
"260","Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  ",0,"considering the relations off screen between taylor and stanwyck it was surprising how little chemistry there was on screen between the two of them",0
"261","But the premise of the film was so ridiculous: that the President of the U.S.  ",0,"but the premise of the film was so ridiculous that the president of the u s",-1
"262","The death row scenes were entirely unmoving.  ",0,"the death row scenes were entirely unmoving",-1
"263","The only thing worse than Taylor's acting was Stanwyck's singing.  ",0,"the only thing worse than taylor s acting was stanwyck s singing",-1
"264","Whatever the producer was going for, he missed entirely.  ",0,"whatever the producer was going for he missed entirely",-1
"265","I was deeply impressed with the character he played.  ",1,"i was deeply impressed with the character he played",1
"266","I knew when I saw the film that more great things were to come from this gifted actor.  ",1,"i knew when i saw the film that more great things were to come from this gifted actor",2
"267","A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ",0,"a cheap and cheerless heist movie with poor characterisation lots of underbite style stoic emoting think chow yun fat in a better tomorrow and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la john woo",-3
"268","Even the squibs look awful.  ",0,"even the squibs look awful",-1
"269","At no point in the proceedings does it look remotely like America.  ",0,"at no point in the proceedings does it look remotely like america",1
"270","The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0,"the plot such as it is is so derivative and predictable that the ending is like a mercy killing",0
"271","The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  ",0,"the awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time",-2
"272","I was very uneasy with how bad this movie was, but not scared at all.  ",0,"i was very uneasy with how bad this movie was but not scared at all",-3
"273","The dialogue is composed of things that make little sense.  ",0,"the dialogue is composed of things that make little sense",0
"274","About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0,"about minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo satanic gibberish corny enough to make a teen goth blush almost always in olde english and sometimes in latin that may or may not be made up words",-2
"275","The directing is sloppy at best.  ",0,"the directing is sloppy at best",0
"276","Hackneyed writing, certainly, but made even worse by the bad directing.  ",0,"hackneyed writing certainly but made even worse by the bad directing",-2
"277","Of course, the acting is blah.  ",0,"of course the acting is blah",-1
"278","The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ",0,"the acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting",2
"279","And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0,"and finally after all that we get to an ending that would ve been great had it been handled by competent people and not jerry falwell",1
"280","I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1,"i loved this movie it was a great portrayal of a family who had it s share of ups and down but in the end they knew that special love they had for each other",3
"281","I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1,"i have seen many movies starring jaclyn smith but my god this was one of her best though it came out years ago",1
"282","This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1,"this movie contained an all star cast and what i loved the most was that it opened my eyes to see other actors who i haven t seen before",1
"283","This movie was kind of long in length, but I enjoyed every minute of it.  ",1,"this movie was kind of long in length but i enjoyed every minute of it",1
"284","Overall I rate this movie a 10 out of a 1-10 scale.  ",1,"overall i rate this movie a out of a scale",0
"285","Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1,"lifetime does not air it enough so if anyone knows what store sells it let me know because this is a must have",1
"286","I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0,"i particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning and even less meaning",-2
"287","It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ",0,"it is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs",-2
"288","Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1,"totally different with loads of understatement and black comedy this is a film few get to see but those who do will remember it",0
"289","This movie creates its own universe, and is fascinating in every way.  ",1,"this movie creates its own universe and is fascinating in every way",1
"290","But this movie really got to me.  ",1,"but this movie really got to me",0
"291","See it.  ",1,"see it",0
"292","I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1,"i really hope the team behind this movie makes more movies and that they will continue to do so in their own some kinda weird style",-1
"293","And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1,"and i forgot the casting here i superb with trond fausa aurvåg being perfect in the role as the bothersome man who doesn t understand where he is what he is doing and why",1
"294","This movie is a good and humorous comment on life in 2006.  ",1,"this movie is a good and humorous comment on life in",2
"295","I found this move beautiful, enjoyable, and uplifting.  ",1,"i found this move beautiful enjoyable and uplifting",3
"296","Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1,"initially the local sites in the film which was filmed here in buffalo intrigued me",0
"297","Later I found myself lost in the power of the film.  ",1,"later i found myself lost in the power of the film",-1
"298","The entire audience applauded at the conclusion of the film.  ",1,"the entire audience applauded at the conclusion of the film",0
"299","I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1,"i left the theater with a lilt in my step joy in my heart and hope for the human race",1
"300","Duris has a wholesome appearance and gives a fine performance.  ",1,"duris has a wholesome appearance and gives a fine performance",2
"301","The rest of the cast also play well.  ",1,"the rest of the cast also play well",1
"302","Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ",1,"cinematography noteworthy including fine views of barcelona and its famed gaudi towers",3
"303","About ten minutes into this film I started having second thoughts.  ",0,"about ten minutes into this film i started having second thoughts",0
"304","About half way through this film I started to dislike it.  ",0,"about half way through this film i started to dislike it",-1
"305","By the time the film ended, I not only disliked it, I despised it.  ",0,"by the time the film ended i not only disliked it i despised it",-2
"306","What this film lacks is a convincing script.  ",0,"what this film lacks is a convincing script",0
"307","The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ",0,"the script looks as if only a rough draft was written and shooting began before a finished script was completed",-1
"308","Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0,"things happen characters personalities change plot twists occur for no real reason other than that script calls for it",-2
"309","The cast is good.  ",1,"the cast is good",1
"310","For that, it's worth checking out.  ",1,"for that it s worth checking out",1
"311","This is probably the most irritating show I have ever seen in my entire life.  ",0,"this is probably the most irritating show i have ever seen in my entire life",-1
"312","It is indescribably the most annoying and idiotic show I have ever seen.  ",0,"it is indescribably the most annoying and idiotic show i have ever seen",-2
"313","Everything about it is just bad.  ",0,"everything about it is just bad",-1
"314","I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0,"i could not understand what kind of idiot would produce this mess in the first place not to mention several season",-2
"315","The script is bad, very bad – it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0,"the script is bad very bad – it contains both cheesiness and unethical joke that you normally see in rated r or nc movie",-4
"316","The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0,"the casting is also horrible cause all you see is a really really bad actors period",-2
"317","Final Word: This Show is a real torture!!  ",0,"final word this show is a real torture",-1
"318","It is zillion times away from reality.  ",0,"it is zillion times away from reality",0
"319","Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ",0,"watching washing machine twirling around wouldn t hurt your eyes as much as this show",-1
"320","Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ",0,"rating grade z note the show is so bad that even mother of the cast pull her daughter out of the show",-1
"321","20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ",0,"th century fox s road house is not only quite a silly noir but is an implausible unmitigated bore of a movie",-3
"322","Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",0,"full of unconvincing cardboard characters it is blandly written by edward chodorov who also produced and is surprisingly directed by jean negulesco from whom one would expect a great deal more",0
"323","From here on the Widmark character turns unintentionally comical!  ",0,"from here on the widmark character turns unintentionally comical",-1
"324","His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ",0,"his losing his marbles so early in the proceedings is totally implausible and unconvincing",-3
"325","And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ",0,"and if that isn t enough of a mess of a movie for you the picture is also marred with a constant use of studio sets and indoor exteriors",0
"326","Whatever prompted such a documentary is beyond me!  ",0,"whatever prompted such a documentary is beyond me",0
"327","(very serious spoilers) this movie was a huge disappointment.  ",0,"very serious spoilers this movie was a huge disappointment",-1
"328","there are so many problems i dont know where to start.  ",0,"there are so many problems i dont know where to start",-1
"329","the cast was great.  ",1,"the cast was great",1
"330","steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",1,"steve martin delivers a really funny performance of a middle aged upper class uptight white guy",-1
"331","add betty white and jean smart and you have a great cast - everyone played their parts really well.  ",1,"add betty white and jean smart and you have a great cast everyone played their parts really well",3
"332","but the movie makes a lot of serious mistakes.  ",0,"but the movie makes a lot of serious mistakes",-1
"333","first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0,"first of all there are enough racial stereotypes and racial jokes to offend everyone",0
"334","the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ",0,"the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs",-1
"335","putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0,"putting the race card aside lets look at the major flaw in the film they destroy latifa s character",-2
"336","there is no real plot.  ",0,"there is no real plot",-1
"337","i wouldnt see this movie again for free.  ",0,"i wouldnt see this movie again for free",1
"338","STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ",1,"steamboat willie is an amazingly important film to our cinema history",2
"339","This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ",1,"this second appearance of mickey mouse following the silent plane crazy earlier that year is probably his most famous film mostly because it was so ground breaking",0
"340","While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1,"while you don t yet hear mickey speak there are tons of sound effects and music throughout the film something we take for granted now but which was a huge crowd pleaser in",0
"341","However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,"however after seeing the short again after about years i was amazed at how timeless the film actually is",1
"342","It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1,"it s just adorable seeing mickey playing turkey in the straw in a highly imaginative if occasionally cruel way",1
"343","Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ",1,"clever and a real crowd pleaser this film still ranks among mickey s best films even after wonderful years",3
"344","The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0,"the bipolarity of the ruthless thug one minute a ruthless killer the next minute a luv s diaper commercial is completely unconvincing",-5
"345","I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0,"i m terribly disappointed that this film would receive so many awards and accolades especially when there are far more deserving works of film out there",2
"346","The original Body and Soul (1947) is a masterpiece.  ",1,"the original body and soul is a masterpiece",1
"347","John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1,"john garfield ann revere lilli plmer william conrad canada lee and filmed by one of the greatest cinematographers to ever grace the screen james wong howe",3
"348","I don't think there are any redeeming qualities in this remake.  ",0,"i don t think there are any redeeming qualities in this remake",1
"349","This may be the only bad film he ever made.  ",0,"this may be the only bad film he ever made",-1
"350","So bad...well...it's just bad.  ",0,"so bad well it s just bad",-1
"351","This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0,"this movie is a solid example of a bad plot and a very very bad idea all the way",-2
"352","It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ",0,"it s a shame to see good actors like thomerson and james make a living in a mess like this",1
"353","I thought it was bad.  ",0,"i thought it was bad",-1
"354","Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0,"both films are terrible but to the credit of the version it was watchable",-1
"355","Let's start with all the problems—the acting, especially from the lead professor, was very, very bad.  ",0,"let s start with all the problems—the acting especially from the lead professor was very very bad",0
"356","The script is a big flawed mess.  ",0,"the script is a big flawed mess",-2
"357","The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ",0,"the best example of how dumb the writing is when it s established that you can turn the zombie students back into humans by removing a necklace containing a piece of the meteorite",-1
"358","Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0,"director paul matthews who also wrote directed the weak monster movie grim clearly doesn t know how to pace his films",-2
"359","The movie is terribly boring in places.  ",0,"the movie is terribly boring in places",-2
"360","The lighting is awful.  ",0,"the lighting is awful",-1
"361","The film looks cheap and bland.  ",0,"the film looks cheap and bland",-2
"362","One of the most disappointing aspects is the lack of notable gore.  ",0,"one of the most disappointing aspects is the lack of notable gore",-2
"363","This convention never worked well in the past, and certainly doesn't work here.  ",0,"this convention never worked well in the past and certainly doesn t work here",3
"364","The visual effects were AWFUL.  ",0,"the visual effects were awful",-1
"365","The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ",0,"the cg opening sequence in space looked like it could have been created on microsoft slideshow for god s sake",1
"366","The ""explosion"" of the Gas tanks at the end was just as awful.  ",0,"the explosion of the gas tanks at the end was just as awful",-2
"367","Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1,"okay i like to consider myself a fair critic so i ll give credit where credit s due the creature effects were actually pretty cool",3
"368","Gotta love those close-ups of slimy, drooling teeth!  ",1,"gotta love those close ups of slimy drooling teeth",1
"369","To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0,"to sum the film up breeders is a terrible cheaply made horror movie that should be avoided like the ebola virus",-2
"370","Not recommended.  ",0,"not recommended",1
"371","He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0,"he is almost unbearable to watch on screen he has little to no charisma and terrible comedic timing",-1
"372","Aside from it's terrible lead, this film has loads of other debits.  ",0,"aside from it s terrible lead this film has loads of other debits",0
"373","I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,"i understand that it s supposed to be a cheap popcorn comedy but that doesn t mean that it has to completely insult our intelligence and have writing so incredibly hackneyed that it borders on offensive",-1
"374","Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0,"lewis black s considerable talent is wasted here too as he is at his most incendiary when he is unrestrained which the pg rating certainly won t allow",0
"375","The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ",1,"the film s sole bright spot was jonah hill who will look almost unrecognizable to fans of the recent superbad due to the amount of weight he lost in the interim",1
"376","With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0,"with the originality and freshness of the first movie now spent this remake had little else to offer",1
"377","The budget was evidently very limited.  ",0,"the budget was evidently very limited",-1
"378","This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0,"this was reflected not only in the cast but also in the below par script which borrowed much from the earlier classic",1
"379","However, here there was no decent acting, action or location work to balance things up.  ",0,"however here there was no decent acting action or location work to balance things up",2
"380","Filmiing was less expansive.  ",0,"filmiing was less expansive",1
"381","It failed to convey the broad sweep of landscapes that were a great part of the original.  ",0,"it failed to convey the broad sweep of landscapes that were a great part of the original",0
"382","Generally; it just lacked imagination.  ",0,"generally it just lacked imagination",-1
"383","Not recommended.  ",0,"not recommended",1
"384","Is it possible for a movie to get any worse than this?  ",0,"is it possible for a movie to get any worse than this",-1
"385","There is no plot here to keep you going in the first place.  ",0,"there is no plot here to keep you going in the first place",-1
"386","Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0,"even when the women finally show up there is no sign of improvement the most expected things happen and by the time the film is over you might be far asleep",1
"387","Beware: this is not a trashy cult movie, this is trash -period!  ",0,"beware this is not a trashy cult movie this is trash period",-3
"388","I can't believe there's even a sequel to this!  ",0,"i can t believe there s even a sequel to this",0
"389","Which is precisely why I am giving it such a bad review!  ",0,"which is precisely why i am giving it such a bad review",0
"390","Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1,"being a s child i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons",2
"391","But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1,"but tiny toons kept the s vibe and delivered one of the most popular funny and underrated cartoons ever created",0
"392","The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ",1,"the memories are murky but i can only say that i enjoyed every single episode and product related to the show",0
"393","Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1,"easily none other cartoon made me laugh in a tender way before getting into dark sitcoms oriented for teenagers",0
"394","The characters were all funny and had the peculiarity of not having a true lead character.  ",1,"the characters were all funny and had the peculiarity of not having a true lead character",0
"395","Every single character was hilarious and deserved to be called a lead.  ",1,"every single character was hilarious and deserved to be called a lead",2
"396","Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,"every element of this story was so over the top excessively phony and contrived that it was painful to sit through",-3
"397","Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,"her lines seem to have been written by a fifteen year old though they are trying oh so so hard to sound like how a fifteen year old would really um you know well talk",1
"398","Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ",1,"perabo has a nice energy level and is obviously very comfortable in front of a camera",2
"399","There is simply no excuse for something this poorly done.  ",0,"there is simply no excuse for something this poorly done",-2
"400","I saw this movie and I thought this is a stupid movie.  ",0,"i saw this movie and i thought this is a stupid movie",-1
"401","What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ",0,"what is even more stupid is that who had thought an idea that there should be a volcano in los angeles",-1
"402","To be honest with you, this is unbelievable nonsense and very foolish.  ",0,"to be honest with you this is unbelievable nonsense and very foolish",-2
"403","In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,"in conclusion i will not bother with this movie because a volcano in los angeles is nothing but nonsense",-2
"404","The story line is just awful!  ",0,"the story line is just awful",-1
"405","It's just painful!  ",0,"it s just painful",-1
"406","And the accents are absolutely abysmal!  ",0,"and the accents are absolutely abysmal",-1
"407","There's also enough hypocrisy in this film to make me vomit.  ",0,"there s also enough hypocrisy in this film to make me vomit",-1
"408","Don't waste your time watching this rubbish non-researched film.  ",0,"don t waste your time watching this rubbish non researched film",-2
"409","I believe that Pitch Black was done well.  ",1,"i believe that pitch black was done well",1
"410","The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1,"the characters are interesting and you want to find out more about them the longer the movie goes on and i think people will be surprised by who does and doesn t make it",1
"411","Go watch it!  ",1,"go watch it",0
"412","Omit watching this.  ",0,"omit watching this",-1
"413","VERY funny!  ",1,"very funny",-1
"414","My rating: just 3 out of 10.  ",0,"my rating just out of",0
"415","The characters are interesting and you really care for them.  ",1,"the characters are interesting and you really care for them",1
"416","An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,"an instant classic with a great soundtrack and a catchy song during the ending credits",3
"417","Don't miss it.  ",1,"don t miss it",-1
"418","This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,"this is a masterful piece of film making with many themes simmering and occasionally boiling over in this warts and all study of the poet s bohemian self indulgent wartime years that span the aerial bombardments of london and the outward tranquillity of a welsh coastal retreat the borderlines between friendship lust and love dedication to art and experience versus practical concerns jealousy rivalry cowardice and egotism versus heroism and self sacrifice and more",-3
"419","A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,"a mature subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances apart from the odd inappropriate smiling that keira knightley is prone to though perhaps under direction this time as the other characters themselves often mention it",2
"420","But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,"but above all the exquisite visual composition of each moment with inventive and elegant use of close up camera angle and lighting including pointillistic faux home movie footage is a wonder and joy to behold",5
"421","It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,"it s as continuously beautiful to look at as a bertolucci but the relationships here are more convincing and the narrative more engaging than some of that master s work",5
"422","The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ",0,"the basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew",-1
"423","Regardless, the film fails on most levels.  ",0,"regardless the film fails on most levels",-1
"424","Avoid at all costs.  ",0,"avoid at all costs",0
"425","I saw this film over Christmas, and what a great film it was!  ",1,"i saw this film over christmas and what a great film it was",1
"426","I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ",1,"i thought errol flynn was brilliant as custer and has since become my favourite actor",1
"427","His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ",1,"his acting alongside olivia de havilland was brilliant and the ending was fantastic",2
"428","I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,"i had always known that errol flynn was a brilliant actor as he was my dads favourite actor and i grew up watching his films as a child",1
"429","But it wasn't until I watched this film that I realised how great he actually was.  ",1,"but it wasn t until i watched this film that i realised how great he actually was",1
"430","I'll give this film 10 out of 10!  ",1,"i ll give this film out of",0
"431","I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,"i know that jim o connor was very energetic and that nobody could be as much as him but george was well dull",1
"432","He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,"he really didn t seem to want to be hosting his voice overs were monotonous didn t get involved with the guests",-1
"433","Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,"lovely little thriller from hitchcock with lots of nice shenanigans surrounding a murdered spy a kidnapped child a nasty church a foreign plot and some random taxidermists",0
"434","Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,"jimmy stewart is as ever a great hero for hitchcock the story rips along to its cool climax at an embassy function but it lacks the brooding menace of hitchcock s black and white low budget original",1
"435","Nevertheless yet another wonderful film from the great master's stable.  ",1,"nevertheless yet another wonderful film from the great master s stable",4
"436","I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ",1,"i have to say that this film was excellently produced and tops the ratings as a typical sci fi film",2
